title,authors,year,subject,cover_url,filename,doc_id,dominant_color,surrogate_text
El Dorado,"Emmuska Orczy, Baroness Orczy",1913,historical_fiction,http://covers.openlibrary.org/b/id/2890729-L.jpg,book_covers\1041_El_Dorado.jpg,1041,"rgb(176, 112, 72)","El Dorado Emmuska Orczy, Baroness Orczy historical_fiction 1913 rgb(176, 112, 72)"
A Room with a View,Edward Morgan Forster,1908,historical_fiction,http://covers.openlibrary.org/b/id/1748132-L.jpg,book_covers\1042_A_Room_with_a_View.jpg,1042,"rgb(250, 250, 250)","A Room with a View Edward Morgan Forster historical_fiction 1908 rgb(250, 250, 250)"
Доктор Живаго,Boris Leonidovich Pasternak,1957,historical_fiction,http://covers.openlibrary.org/b/id/1045432-L.jpg,book_covers\1043_Доктор_Живаго.jpg,1043,error_reading,Доктор Живаго Boris Leonidovich Pasternak historical_fiction 1957 error_reading
The  black arrow,Robert Louis Stevenson,1888,historical_fiction,http://covers.openlibrary.org/b/id/8239493-L.jpg,book_covers\1044_The__black_arrow.jpg,1044,"rgb(87, 22, 17)","The  black arrow Robert Louis Stevenson historical_fiction 1888 rgb(87, 22, 17)"
The spy,James Fenimore Cooper,1821,historical_fiction,http://covers.openlibrary.org/b/id/8245225-L.jpg,book_covers\1045_The_spy.jpg,1045,"rgb(22, 135, 164)","The spy James Fenimore Cooper historical_fiction 1821 rgb(22, 135, 164)"
For Whom the Bell Tolls,Ernest Hemingway,1940,historical_fiction,http://covers.openlibrary.org/b/id/2560810-L.jpg,book_covers\1046_For_Whom_the_Bell_Tolls.jpg,1046,"rgb(150, 172, 192)","For Whom the Bell Tolls Ernest Hemingway historical_fiction 1940 rgb(150, 172, 192)"
Howards End,Edward Morgan Forster,1910,historical_fiction,http://covers.openlibrary.org/b/id/8235207-L.jpg,book_covers\1047_Howards_End.jpg,1047,"rgb(85, 172, 80)","Howards End Edward Morgan Forster historical_fiction 1910 rgb(85, 172, 80)"
A Final Reckoning,G. A. Henty,1880,historical_fiction,http://covers.openlibrary.org/b/id/5671229-L.jpg,book_covers\1048_A_Final_Reckoning.jpg,1048,"rgb(200, 185, 151)","A Final Reckoning G. A. Henty historical_fiction 1880 rgb(200, 185, 151)"
Death on the Nile,Agatha Christie,1937,historical_fiction,http://covers.openlibrary.org/b/id/14066646-L.jpg,book_covers\1049_Death_on_the_Nile.jpg,1049,"rgb(107, 48, 29)","Death on the Nile Agatha Christie historical_fiction 1937 rgb(107, 48, 29)"
Midwinter,John Buchan,1923,historical_fiction,http://covers.openlibrary.org/b/id/880230-L.jpg,book_covers\1050_Midwinter.jpg,1050,"rgb(131, 161, 183)","Midwinter John Buchan historical_fiction 1923 rgb(131, 161, 183)"
Life on the Mississippi,Mark Twain,1883,historical_fiction,http://covers.openlibrary.org/b/id/9164717-L.jpg,book_covers\1051_Life_on_the_Mississippi.jpg,1051,"rgb(46, 32, 17)","Life on the Mississippi Mark Twain historical_fiction 1883 rgb(46, 32, 17)"
The Narrative of Arthur Gordon Pym,Edgar Allan Poe,1838,historical_fiction,http://covers.openlibrary.org/b/id/7160877-L.jpg,book_covers\1052_The_Narrative_of_Arthur_Gordon_Pym.jpg,1052,"rgb(176, 138, 81)","The Narrative of Arthur Gordon Pym Edgar Allan Poe historical_fiction 1838 rgb(176, 138, 81)"
"The adventures of Captain Bonneville, U.S.A.","Washington Irving, Benjamin Louis Eulalie De Bonneville",1800,historical_fiction,http://covers.openlibrary.org/b/id/8233401-L.jpg,"book_covers\1053_The_adventures_of_Captain_Bonneville,_U.S.A..jpg",1053,"rgb(242, 234, 222)","The adventures of Captain Bonneville, U.S.A. Washington Irving, Benjamin Louis Eulalie De Bonneville historical_fiction 1800 rgb(242, 234, 222)"
O Pioneers!,Willa Cather,1913,historical_fiction,http://covers.openlibrary.org/b/id/8242999-L.jpg,book_covers\1054_O_Pioneers!.jpg,1054,"rgb(95, 88, 90)","O Pioneers! Willa Cather historical_fiction 1913 rgb(95, 88, 90)"
Bel-Ami,Guy de Maupassant,1893,historical_fiction,http://covers.openlibrary.org/b/id/997432-L.jpg,book_covers\1055_Bel-Ami.jpg,1055,"rgb(211, 202, 69)","Bel-Ami Guy de Maupassant historical_fiction 1893 rgb(211, 202, 69)"
The Portrait of a Lady,Henry James,1881,historical_fiction,http://covers.openlibrary.org/b/id/8236992-L.jpg,book_covers\1056_The_Portrait_of_a_Lady.jpg,1056,"rgb(85, 61, 48)","The Portrait of a Lady Henry James historical_fiction 1881 rgb(85, 61, 48)"
Democracy,Henry Adams,1880,historical_fiction,http://covers.openlibrary.org/b/id/230635-L.jpg,book_covers\1057_Democracy.jpg,1057,"rgb(124, 98, 107)","Democracy Henry Adams historical_fiction 1880 rgb(124, 98, 107)"
The way of all flesh,Samuel Butler,1900,historical_fiction,http://covers.openlibrary.org/b/id/14655106-L.jpg,book_covers\1058_The_way_of_all_flesh.jpg,1058,"rgb(164, 147, 127)","The way of all flesh Samuel Butler historical_fiction 1900 rgb(164, 147, 127)"
The Bostonians,"Henry James, Daniel Karlin",1885,historical_fiction,http://covers.openlibrary.org/b/id/6384571-L.jpg,book_covers\1059_The_Bostonians.jpg,1059,"rgb(104, 59, 45)","The Bostonians Henry James, Daniel Karlin historical_fiction 1885 rgb(104, 59, 45)"
El amor en los tiempos del cólera,Gabriel García Márquez,1985,historical_fiction,http://covers.openlibrary.org/b/id/10096404-L.jpg,book_covers\1060_El_amor_en_los_tiempos_del_cólera.jpg,1060,error_reading,El amor en los tiempos del cólera Gabriel García Márquez historical_fiction 1985 error_reading
The Kite Runner,"Khaled Hosseini, Khaled Hosseini",2003,historical_fiction,http://covers.openlibrary.org/b/id/14846827-L.jpg,book_covers\1061_The_Kite_Runner.jpg,1061,"rgb(136, 142, 110)","The Kite Runner Khaled Hosseini, Khaled Hosseini historical_fiction 2003 rgb(136, 142, 110)"
The Lost Symbol,Dan Brown,2009,historical_fiction,http://covers.openlibrary.org/b/id/8373389-L.jpg,book_covers\1062_The_Lost_Symbol.jpg,1062,"rgb(151, 121, 93)","The Lost Symbol Dan Brown historical_fiction 2009 rgb(151, 121, 93)"
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,1900,historical_fiction,http://covers.openlibrary.org/b/id/12501284-L.jpg,"book_covers\1063_The_Complete_Sherlock_Holmes_[4_novels,_56_stories].jpg",1063,"rgb(71, 77, 75)","The Complete Sherlock Holmes [4 novels, 56 stories] Arthur Conan Doyle historical_fiction 1900 rgb(71, 77, 75)"
Helen of Troy: Her Life and Translation Done Into Rhyme from the Greek Books,Andrew Lang,1882,historical_fiction,http://covers.openlibrary.org/b/id/5556502-L.jpg,book_covers\1064_Helen_of_Troy:_Her_Life_and_Translation_Done_Into_Rhyme_from_the_Greek_Books.jpg,1064,"rgb(220, 207, 167)","Helen of Troy: Her Life and Translation Done Into Rhyme from the Greek Books Andrew Lang historical_fiction 1882 rgb(220, 207, 167)"
The Mystery of the Blue Train,Agatha Christie,1928,historical_fiction,http://covers.openlibrary.org/b/id/14575533-L.jpg,book_covers\1065_The_Mystery_of_the_Blue_Train.jpg,1065,"rgb(119, 129, 112)","The Mystery of the Blue Train Agatha Christie historical_fiction 1928 rgb(119, 129, 112)"
"The Trumpet-Major, and Robert His Brother",Thomas Hardy,1880,historical_fiction,http://covers.openlibrary.org/b/id/8242138-L.jpg,"book_covers\1066_The_Trumpet-Major,_and_Robert_His_Brother.jpg",1066,"rgb(117, 13, 7)","The Trumpet-Major, and Robert His Brother Thomas Hardy historical_fiction 1880 rgb(117, 13, 7)"
Die Blechtrommel,Günter Grass,1959,historical_fiction,http://covers.openlibrary.org/b/id/419922-L.jpg,book_covers\1067_Die_Blechtrommel.jpg,1067,"rgb(163, 155, 157)","Die Blechtrommel Günter Grass historical_fiction 1959 rgb(163, 155, 157)"
Ten Years Later,Alexandre Dumas,1893,historical_fiction,http://covers.openlibrary.org/b/id/14560464-L.jpg,book_covers\1068_Ten_Years_Later.jpg,1068,"rgb(22, 15, 13)","Ten Years Later Alexandre Dumas historical_fiction 1893 rgb(22, 15, 13)"
The Book Thief,Markus Zusak,1998,historical_fiction,http://covers.openlibrary.org/b/id/8153054-L.jpg,book_covers\1069_The_Book_Thief.jpg,1069,"rgb(109, 92, 77)","The Book Thief Markus Zusak historical_fiction 1998 rgb(109, 92, 77)"
The Pearl,John Steinbeck,1945,historical_fiction,http://covers.openlibrary.org/b/id/9292332-L.jpg,book_covers\1070_The_Pearl.jpg,1070,"rgb(137, 81, 55)","The Pearl John Steinbeck historical_fiction 1945 rgb(137, 81, 55)"
Beloved,Toni Morrison,1987,historical_fiction,http://covers.openlibrary.org/b/id/8261367-L.jpg,book_covers\1071_Beloved.jpg,1071,"rgb(157, 134, 122)","Beloved Toni Morrison historical_fiction 1987 rgb(157, 134, 122)"
Perfume,Patrick Süskind,1985,historical_fiction,http://covers.openlibrary.org/b/id/10910286-L.jpg,book_covers\1072_Perfume.jpg,1072,"rgb(65, 61, 59)","Perfume Patrick Süskind historical_fiction 1985 rgb(65, 61, 59)"
In Freedom's Cause,G. A. Henty,1884,historical_fiction,http://covers.openlibrary.org/b/id/1972357-L.jpg,book_covers\1073_In_Freedom's_Cause.jpg,1073,"rgb(90, 58, 98)","In Freedom's Cause G. A. Henty historical_fiction 1884 rgb(90, 58, 98)"
Noli Me Tangere,José Rizal,1902,historical_fiction,http://covers.openlibrary.org/b/id/5738053-L.jpg,book_covers\1074_Noli_Me_Tangere.jpg,1074,"rgb(227, 214, 171)","Noli Me Tangere José Rizal historical_fiction 1902 rgb(227, 214, 171)"
The Color Purple,"Alice Walker, Translator Lunine Pierre-Jerome, Alice Walker, Alice Walker",1976,historical_fiction,http://covers.openlibrary.org/b/id/8564628-L.jpg,book_covers\1075_The_Color_Purple.jpg,1075,"rgb(193, 180, 175)","The Color Purple Alice Walker, Translator Lunine Pierre-Jerome, Alice Walker, Alice Walker historical_fiction 1976 rgb(193, 180, 175)"
Sea Tales,James Fenimore Cooper,1823,historical_fiction,http://covers.openlibrary.org/b/id/1876696-L.jpg,book_covers\1076_Sea_Tales.jpg,1076,"rgb(78, 76, 74)","Sea Tales James Fenimore Cooper historical_fiction 1823 rgb(78, 76, 74)"
The Wept of Wish-ton-wish: A Tale,James Fenimore Cooper,1829,historical_fiction,http://covers.openlibrary.org/b/id/6000716-L.jpg,book_covers\1077_The_Wept_of_Wish-ton-wish:_A_Tale.jpg,1077,"rgb(251, 251, 251)","The Wept of Wish-ton-wish: A Tale James Fenimore Cooper historical_fiction 1829 rgb(251, 251, 251)"
The Boy in the Striped Pyjamas,John Boyne,2006,historical_fiction,http://covers.openlibrary.org/b/id/12720687-L.jpg,book_covers\1078_The_Boy_in_the_Striped_Pyjamas.jpg,1078,"rgb(126, 149, 155)","The Boy in the Striped Pyjamas John Boyne historical_fiction 2006 rgb(126, 149, 155)"
The Pillars of the Earth,Ken Follett,1989,historical_fiction,http://covers.openlibrary.org/b/id/9269909-L.jpg,book_covers\1079_The_Pillars_of_the_Earth.jpg,1079,"rgb(75, 36, 31)","The Pillars of the Earth Ken Follett historical_fiction 1989 rgb(75, 36, 31)"
The Mammoth Hunters,Jean M. Auel,1611,historical_fiction,http://covers.openlibrary.org/b/id/12518492-L.jpg,book_covers\1080_The_Mammoth_Hunters.jpg,1080,"rgb(93, 90, 86)","The Mammoth Hunters Jean M. Auel historical_fiction 1611 rgb(93, 90, 86)"
Dead Man's Folly,Agatha Christie,1956,historical_fiction,http://covers.openlibrary.org/b/id/6985969-L.jpg,book_covers\1081_Dead_Man's_Folly.jpg,1081,"rgb(115, 104, 93)","Dead Man's Folly Agatha Christie historical_fiction 1956 rgb(115, 104, 93)"
Through Russian Snows,G. A. Henty,1895,historical_fiction,http://covers.openlibrary.org/b/id/2121829-L.jpg,book_covers\1082_Through_Russian_Snows.jpg,1082,"rgb(206, 99, 92)","Through Russian Snows G. A. Henty historical_fiction 1895 rgb(206, 99, 92)"
Things Fall Apart,Chinua Achebe,1958,historical_fiction,http://covers.openlibrary.org/b/id/12816943-L.jpg,book_covers\1083_Things_Fall_Apart.jpg,1083,"rgb(156, 137, 101)","Things Fall Apart Chinua Achebe historical_fiction 1958 rgb(156, 137, 101)"
Zanoni,"Edward Bulwer Lytton, Baron Lytton",1842,historical_fiction,http://covers.openlibrary.org/b/id/8158074-L.jpg,book_covers\1084_Zanoni.jpg,1084,"rgb(109, 53, 40)","Zanoni Edward Bulwer Lytton, Baron Lytton historical_fiction 1842 rgb(109, 53, 40)"
Pharos,Guy Boothby,1899,historical_fiction,http://covers.openlibrary.org/b/id/5715627-L.jpg,book_covers\1085_Pharos.jpg,1085,"rgb(252, 248, 202)","Pharos Guy Boothby historical_fiction 1899 rgb(252, 248, 202)"
Number the Stars,Lois Lowry,1901,historical_fiction,http://covers.openlibrary.org/b/id/13249599-L.jpg,book_covers\1086_Number_the_Stars.jpg,1086,"rgb(94, 131, 157)","Number the Stars Lois Lowry historical_fiction 1901 rgb(94, 131, 157)"
The water-witch,James Fenimore Cooper,1830,historical_fiction,http://covers.openlibrary.org/b/id/1846352-L.jpg,book_covers\1087_The_water-witch.jpg,1087,"rgb(127, 162, 182)","The water-witch James Fenimore Cooper historical_fiction 1830 rgb(127, 162, 182)"
East of Eden,John Steinbeck,1952,historical_fiction,http://covers.openlibrary.org/b/id/11386937-L.jpg,book_covers\1088_East_of_Eden.jpg,1088,"rgb(185, 143, 99)","East of Eden John Steinbeck historical_fiction 1952 rgb(185, 143, 99)"
Billy Budd,Herman Melville,1900,historical_fiction,http://covers.openlibrary.org/b/id/9223569-L.jpg,book_covers\1089_Billy_Budd.jpg,1089,"rgb(233, 233, 234)","Billy Budd Herman Melville historical_fiction 1900 rgb(233, 233, 234)"
Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",1935,historical_fiction,http://covers.openlibrary.org/b/id/11277564-L.jpg,book_covers\1090_Little_House_on_the_Prairie.jpg,1090,"rgb(112, 90, 60)","Little House on the Prairie Laura Ingalls Wilder, Garth Williams historical_fiction 1935 rgb(112, 90, 60)"
The Clan of the Cave Bear,Jean M. Auel,1900,historical_fiction,http://covers.openlibrary.org/b/id/12529015-L.jpg,book_covers\1091_The_Clan_of_the_Cave_Bear.jpg,1091,"rgb(89, 96, 70)","The Clan of the Cave Bear Jean M. Auel historical_fiction 1900 rgb(89, 96, 70)"
The Fixer,Bernard Malamud,1901,historical_fiction,http://covers.openlibrary.org/b/id/225215-L.jpg,book_covers\1092_The_Fixer.jpg,1092,"rgb(123, 94, 102)","The Fixer Bernard Malamud historical_fiction 1901 rgb(123, 94, 102)"
Dom Casmurro,Joaquim Maria Machado de Assis,1900,historical_fiction,http://covers.openlibrary.org/b/id/647501-L.jpg,book_covers\1093_Dom_Casmurro.jpg,1093,"rgb(120, 141, 67)","Dom Casmurro Joaquim Maria Machado de Assis historical_fiction 1900 rgb(120, 141, 67)"
"The Wing-and-wing: Or, Le Feu-follet. A Tale",James Fenimore Cooper,1800,historical_fiction,http://covers.openlibrary.org/b/id/2789520-L.jpg,"book_covers\1094_The_Wing-and-wing:_Or,_Le_Feu-follet._A_Tale.jpg",1094,"rgb(245, 232, 186)","The Wing-and-wing: Or, Le Feu-follet. A Tale James Fenimore Cooper historical_fiction 1800 rgb(245, 232, 186)"
The Red Rover: A Tale,James Fenimore Cooper,1827,historical_fiction,http://covers.openlibrary.org/b/id/5742734-L.jpg,book_covers\1095_The_Red_Rover:_A_Tale.jpg,1095,"rgb(190, 174, 142)","The Red Rover: A Tale James Fenimore Cooper historical_fiction 1827 rgb(190, 174, 142)"
The Crucible,Arthur Miller,1953,historical_fiction,http://covers.openlibrary.org/b/id/8431392-L.jpg,book_covers\1096_The_Crucible.jpg,1096,"rgb(194, 192, 171)","The Crucible Arthur Miller historical_fiction 1953 rgb(194, 192, 171)"
The Once and Future King,T. H. White,1939,historical_fiction,http://covers.openlibrary.org/b/id/6630521-L.jpg,book_covers\1097_The_Once_and_Future_King.jpg,1097,"rgb(183, 138, 70)","The Once and Future King T. H. White historical_fiction 1939 rgb(183, 138, 70)"
The Story of Siegfried,James Baldwin,1882,historical_fiction,http://covers.openlibrary.org/b/id/1846064-L.jpg,book_covers\1098_The_Story_of_Siegfried.jpg,1098,"rgb(176, 101, 31)","The Story of Siegfried James Baldwin historical_fiction 1882 rgb(176, 101, 31)"
